TextBlob,brand,clean,favourites_count,followers_count,friends_count,id,location,name,orig,polarity,pubdate,screen_name,sentiment,statuses_count,subjectivity,user_id,verified
"haha. i was #waiting, waiting, and waiting then i looked again and realized it was not to be released on march 12 ",apple,"haha. i was #waiting, waiting, and waiting then i looked again and realized it was not to be released on march 12 ",516,216,185,1105364127982149633,hong kong,bernardo,"haha. i was #waiting, waiting, and waiting… then i looked again and realized it was not to be released on MARCH 12—… https://t.co/aUVzIPGx3X",0.2,Tue Mar 12 07:05:19 +0000 2019,bjchan,positive,28518,0.3,20984810,False
"@timomj @apple @ouraring well, it's already there. i use the autosleep app on my watch and it delivers very insightful data.",apple,"@timomj @apple @ouraring well, it's already there. i use the autosleep app on my watch and it delivers very insightful data.",7418,1262,1362,1105364444027150336,Helsinki,Corinna Machnow,"@timomj @Apple @ouraring Well, it's already there. I use the AutoSleep app on my watch and it delivers very insightful data.",0.2,Tue Mar 12 07:06:34 +0000 2019,CMachnow,positive,5660,0.3,26713672,False
#latest: rt businessinsider: apple just sent out invites to a march 25th event where it's expected to unveil its ne ,apple,#latest: rt businessinsider: apple just sent out invites to a march 25th event where it's expected to unveil its ne ,0,0,0,1105364561035694080,,Test LAB,#Latest: RT businessinsider: Apple just sent out invites to a March 25th event where it's expected to unveil its Ne… https://t.co/1XS2EUAUsS,0.2,Tue Mar 12 07:07:02 +0000 2019,TestLAB15373037,positive,192,0.65,1105040019666874368,False
"@letgo really, $100 for that iphone???
the minimum they go for $250",apple,"@letgo really, $100 for that iphone???
the minimum they go for $250",159,16,143,1105364623341977600,"San Diego, CA",Lit Boi,"@letgo Really, $100 for that iPhone???
The minimum they go for $250",0.2,Tue Mar 12 07:07:17 +0000 2019,LitBoiUSA,positive,70,0.2,1103039426228154368,False
elizabeth warren wants to break up apple too -  ,apple,elizabeth warren wants to break up apple too -  ,0,309,18,1105364813474086912,,Dots Group LLC,Elizabeth Warren wants to break up Apple too - https://t.co/2cgy1tFGus https://t.co/87qEQ1gzL0,0.2,Tue Mar 12 07:08:02 +0000 2019,TheDotsGroup,positive,187455,0.1,1460071028,False
make real money by walking with @cashforsteps #cashforsteps ,apple,make real money by walking with @cashforsteps #cashforsteps ,18,36,88,1105365698430132224,"Georgia, USA",Kaaay👸🏾❤️’,Make real money by walking with @cashforsteps #cashforsteps https://t.co/YonauT7Xvj,0.2,Tue Mar 12 07:11:33 +0000 2019,iiamkaaay1,positive,9,0.30000000000000004,1050825731733893121,False
maggie always got clout. really finessed that apple.,apple,maggie always got clout. really finessed that apple.,11070,300,250,1105366124185686018,"Richmond, VA",ChieftessKeefess,Maggie always got clout. Really finessed that apple.,0.2,Tue Mar 12 07:13:15 +0000 2019,ZakiaTheDweeb,positive,6144,0.2,756122143172227073,False
oh you absolute duplicitous dickhead. ,apple,oh you absolute duplicitous dickhead. ,28760,6103,2593,1105366852279119872,Minor Pleb for Nether Payt-Ax,Ron Moore MP,Oh you absolute duplicitous dickhead. 😂😂😂😂😂😂😂😂😂😂😂😂,0.2,Tue Mar 12 07:16:08 +0000 2019,RonMooreMoreRon,positive,69579,0.9,786578684,False
i know many americans with masters and doctoral degrees who are working in their fields in lifelong indentured ser ,apple,i know many americans with masters and doctoral degrees who are working in their fields in lifelong indentured ser ,42067,1034,394,1105366856720891904,United States of America,BoxerDave,I know many Americans with master’s and doctoral degrees who are working in their fields in lifelong indentured ser… https://t.co/d5Pwx39QX4,0.2,Tue Mar 12 07:16:10 +0000 2019,BoxerDave,positive,66005,0.55,248504390,False
is it possible to lower the volume of the notification sound?  /are/iphone #iphone ,apple,is it possible to lower the volume of the notification sound?  /are/iphone #iphone ,0,53,78,1105367127886716928,United States,Classic Vines - iPhone Giveaway,Is it possible to lower the volume of the notification sound? https://t.co/o8fzHGj3Ii /r/iphone #iPhone… https://t.co/DLgDPfiOf1,0.2,Tue Mar 12 07:17:14 +0000 2019,ClassicVines1,positive,10763,0.7,821734697709563904,False
this is a real tweet,apple,this is a real tweet,701,30,86,1105367137470816257,United Kingdom,Leo,This is a real tweet,0.2,Tue Mar 12 07:17:16 +0000 2019,Leo_ladcbackup,positive,185,0.30000000000000004,1058515534067699712,False
"congratulations to www, and thanks to tim apple, pardon, berners-lee and anyone involved to change the internet int ",apple,"congratulations to www, and thanks to tim apple, pardon, berners-lee and anyone involved to change the internet int ",3915,68,125,1105367185600462848,"Nordrhein-Westfalen, Deutschla",al Qamar (Karl),"Congratulations to WWW, and thanks to Tim Apple, pardon, Berners-Lee and anyone involved to change the Internet int… https://t.co/Y50MOHhmbY",0.2,Tue Mar 12 07:17:28 +0000 2019,tweet_alqamar,positive,3834,0.2,777406127399108608,False
"iphone 5s 16gb us variant - p4,399 only
99-100% makinis
grade sss (supersupersmooth)

inclusions:
free box
 fre ",apple,"iphone 5s 16gb us variant - p4,399 only
99-100% makinis
grade sss (supersupersmooth)

inclusions:
free box
 fre ",276,159,156,1105367219943456768,Davao-PH,John Lesther Tibay,"Iphone 5s 16gb US variant - P4,399 only
99-100% makinis
Grade SSS (SuperSuperSmooth)

INCLUSIONS:
⚡️FREE Box
⚡️ FRE… https://t.co/g7jEfGsQ6Y",0.2,Tue Mar 12 07:17:36 +0000 2019,johnLesther5,positive,1313,0.9,3163342909,False
the audience wants lesbian flag,apple,the audience wants lesbian flag,94032,964,228,1105367500584300544,virgo • [L]gbt+ • 22,s. ✈️ wembley,the audience wants lesbian flag,0.2,Tue Mar 12 07:18:43 +0000 2019,htmlbts,positive,37778,0.1,2990392229,False
"@harshamjty @asanjeevrao @the_logic i'm telling you, there is absolutely a market to be built here. apple is appare ",apple,"@harshamjty @asanjeevrao @the_logic i'm telling you, there is absolutely a market to be built here. apple is appare ",261,282,158,1105367579361595392,"Bengaluru, India",Phani Kishan A,"@harshamjty @asanjeevrao @the_logic I'm telling you, there is absolutely a market to be built here. Apple is appare… https://t.co/LX5GAihc1B",0.2,Tue Mar 12 07:19:02 +0000 2019,phanikishan,positive,381,0.9,56425703,False
"i don't know why that i can't log in twitter on my iphone but can on pc, it really drives me crazy@twitter , please help me asap.",apple,"i don't know why that i can't log in twitter on my iphone but can on pc, it really drives me crazy@twitter , please help me asap.",0,2,17,1105367589205741568,"上海, 中华人民共和国",Vincent Wang,"I don't know why that i can't log in twitter on my iphone but can on PC, it really drives me crazy🤪@Twitter , please help me asap.",0.2,Tue Mar 12 07:19:04 +0000 2019,Vincent05215213,positive,3,0.2,955698439257403392,False
@rory_flanagan who do you like rory? apple's jade for me but agree it will be an absolute cracker - just need to de ,apple,@rory_flanagan who do you like rory? apple's jade for me but agree it will be an absolute cracker - just need to de ,3673,100,277,1105367815651975169,"Brisbane, Australia",Daniel Culpitt,@Rory_Flanagan Who do you like Rory? Apple's Jade for me but agree it will be an absolute cracker - just need to de… https://t.co/7ax9SiDDIE,0.2,Tue Mar 12 07:19:58 +0000 2019,DanielCulpitt,positive,4030,0.9,529293579,False
"so much to discuss in this week's #tsfp , not just zidane - we also looked at how atleti got on ahead of their ",apple,"so much to discuss in this week's #tsfp , not just zidane - we also looked at how atleti got on ahead of their ",5311,20503,958,1105367880957345792,"Madrid, Spain",The Spanish Football Podcast,"So much to discuss in this week's #tsfp 🇪🇸⚽🎙️, not just Zidane - we also looked at how Atleti got on ahead of their… https://t.co/RWnFyVWhqq",0.2,Tue Mar 12 07:20:14 +0000 2019,tsf_podcast,positive,12999,0.2,1671443366,False
@hlubizer thanks for the follow sir.@mkhu28 needs to use that iphone follow button to follow me too.,apple,@hlubizer thanks for the follow sir.@mkhu28 needs to use that iphone follow button to follow me too.,1810,263,208,1105368577861996544,,Goodwill,@hlubizer thanks for the follow sir.@Mkhu28 needs to use that Iphone follow button to follow me too.😂😂😂,0.2,Tue Mar 12 07:23:00 +0000 2019,gudi37,positive,6895,0.2,1612216190,False
real trap music ,apple,real trap music ,1296,1612,981,1105368925724909568,Southside ,Keezy,real trap music https://t.co/41V2Cwobxw,0.2,Tue Mar 12 07:24:23 +0000 2019,88Keezy,positive,21917,0.30000000000000004,983274923757096960,False
make real money by walking with @cashforsteps #cashforsteps ,apple,make real money by walking with @cashforsteps #cashforsteps ,221,8,61,1105368998592442368,,Lynnie Tso,Make real money by walking with @cashforsteps #cashforsteps https://t.co/yQCTiB7o8G,0.2,Tue Mar 12 07:24:40 +0000 2019,LynnieTso,positive,69,0.30000000000000004,1463461615,False
"if you aren't trading/have shares in apple or alphabet inc, you really have no business making comparisons about either company's products",apple,"if you aren't trading/have shares in apple or alphabet inc, you really have no business making comparisons about either company's products",659,210,308,1105369127500369920,Pearl of Africa,Okiria,"If you aren't trading/have shares in APPLE or ALPHABET inc, you really have no business making comparisons about either company's products",0.2,Tue Mar 12 07:25:11 +0000 2019,O_Ar_thur,positive,2307,0.2,90640154,False
i eat so much keeno with apple music,apple,i eat so much keeno with apple music,740,407,314,1105369611174842373,901 shelby drive,𝓖𝓪𝓫𝓫𝔂 ☽,I eat so much keeno with apple music,0.2,Tue Mar 12 07:27:06 +0000 2019,gabriellablue_,positive,522,0.2,1089459849719619584,False
"these pics were taken by iphone  x



lare e ja how much ???",apple,"these pics were taken by iphone  x



lare e ja how much ???",15057,1850,2133,1105369674924085254,Botswana,  Sekano ™,"These pics were taken by iPhone  X

😂😘😘😩😩😠

Lare e ja how much ???",0.2,Tue Mar 12 07:27:21 +0000 2019,SeksBelinda,positive,64407,0.2,145373010,False
"mps say they are ready to push may towards softer brexit - the guardian

people say they are ready to push mps towa ",apple,"mps say they are ready to push may towards softer brexit - the guardian

people say they are ready to push mps towa ",93,3786,3851,1105369735636680704,United Kingdom,Warrior Les 🇬🇧🏴󠁧󠁢󠁥󠁮󠁧󠁿🇺🇸,"MPs say they are ready to push May towards softer Brexit - the guardian

People say they are ready to push MPs towa… https://t.co/Wf947s1vQt",0.2,Tue Mar 12 07:27:36 +0000 2019,BritUnconquered,positive,4426,0.5,1030458938389614592,False
do you think the apple slices at mcdonalds come from real apples,apple,do you think the apple slices at mcdonalds come from real apples,11382,558,364,1105369782310846464,"Waukesha, WI",alyssa,do u think the apple slices at mcdonald’s come from real apples,0.2,Tue Mar 12 07:27:47 +0000 2019,alyssaagraves,positive,2606,0.30000000000000004,1606335367,False
@kaypoisson1 @minkstune @1daavi @mahama_k @eli_kofi_ @willasamoah @eli_kofi @kwaku_manutd i dont really know what ,apple,@kaypoisson1 @minkstune @1daavi @mahama_k @eli_kofi_ @willasamoah @eli_kofi @kwaku_manutd i dont really know what ,10237,1170,1215,1105370062897270784,"Kumasi, Ghana",Escogee 🇬🇭⚡️,@Kaypoisson1 @minkstune @1daavi @mahama_k @eli_kofi_ @WillAsamoah @eli_kofi @kwaku_manutd I don’t really know what’… https://t.co/CEAACGXjDS,0.2,Tue Mar 12 07:28:54 +0000 2019,Derrick1Laryea,positive,2879,0.2,874555562091962368,False
brexit vote: what are the 'legally binding' changes theresa may has secured to her deal? - evening standard@silicon ,apple,brexit vote: what are the 'legally binding' changes theresa may has secured to her deal? - evening standard@silicon ,19394,3290,4990,1105370225283919872,Worldwide,Hard Copy Politics,Brexit vote: What are the 'legally binding' changes Theresa May has secured to her deal? - Evening Standard@silicon… https://t.co/jaCHZ0Z7Ce,0.2,Tue Mar 12 07:29:33 +0000 2019,politicswatch15,positive,103819,0.2,3292977364,False
like my phone always on dnd and i have so much peace because of it.,apple,like my phone always on dnd and i have so much peace because of it.,10793,1823,1572,1105370297467723776,"Greenville, SC",Queen Nila💗💚✨,Like my phone always on DND and I have so much peace because of it.,0.2,Tue Mar 12 07:29:50 +0000 2019,Niyonce143,positive,3842,0.2,134633371,False
oh really now?,apple,oh really now?,228,60,43,1105370568046579712,South Africa,Alroy Ndhlovu,Oh really now?,0.2,Tue Mar 12 07:30:54 +0000 2019,AlroyNdhlovu,positive,499,0.2,1017578426813820928,False
just wondering - how much time you saved and what you did with it ? ,apple,just wondering - how much time you saved and what you did with it ? ,1943,71,141,1105371017927671808,,Kate,Just wondering - how much time you saved and what you did with it ? 🤔,0.2,Tue Mar 12 07:32:42 +0000 2019,clickafterclick,positive,1824,0.2,748127747071959040,False
"@gheja_ i actually really like aspects of apple.

not this one.",apple,"@gheja_ i actually really like aspects of apple.

not this one.",43381,16153,4441,1105371108595900416,Lots of places,Ask Cybergibbons!,"@gheja_ I actually really like aspects of Apple.

Not this one.",0.2,Tue Mar 12 07:33:03 +0000 2019,cybergibbons,positive,42298,0.2,18408919,False
getsafeonline continues to provide useful tips on securing your personal information and using digital devices safe ,apple,getsafeonline continues to provide useful tips on securing your personal information and using digital devices safe ,178,68,67,1105371210928422912,"Twelveheads, Cornwall",Chris Austin,GetSafeOnline continues to provide useful tips on securing your personal information and using digital devices safe… https://t.co/sN8ODtEAcF,0.2,Tue Mar 12 07:33:28 +0000 2019,ChrisAustinOT,positive,179,0.2,4393063937,False
iphone activation lock is a security feature of apple idevices for protecting the idevices from unusual activities ,apple,iphone activation lock is a security feature of apple idevices for protecting the idevices from unusual activities ,0,25,66,1105371241899163648,,icloudbypassdownload,iPhone activation lock is a security feature of Apple iDevices for protecting the iDevices from unusual activities… https://t.co/hO6VPHxcY0,0.2,Tue Mar 12 07:33:35 +0000 2019,icloud__bypass,positive,1734,1.0,889767855842926593,False
